GDAY_DS,VISIT_KEY,HOME_KEY,STADIUM
20200714,HT,SS,대구
20200714,LG,LT,사직
20200714,NC,WO,고척
20200714,SK,OB,잠실
20200715,HH,KT,수원
20200715,HT,SS,대구
20200715,LG,LT,사직
20200715,NC,WO,고척
20200715,SK,OB,잠실
20200716,HH,KT,수원
20200716,HT,SS,대구
20200716,LG,LT,사직
20200716,NC,WO,고척
20200716,SK,OB,잠실
20200717,HH,LG,잠실
20200717,KT,NC,창원
20200717,LT,SS,대구
20200717,OB,HT,광주
20200717,WO,SK,문학
20200718,HH,LG,잠실
20200718,KT,NC,창원
20200718,LT,SS,대구
20200718,OB,HT,광주
20200718,WO,SK,문학
20200719,HH,LG,잠실
20200719,KT,NC,창원
20200719,LT,SS,대구
20200719,OB,HT,광주
20200719,WO,SK,문학
