GDAY_DS,T_ID,TB_SC,INN2,BF,PA-AB,AB,HIT,H1,H2,H3,HR,SB_SR,KK,WP,ER,ERA,BABIP,KK9,BB9
20190801,OB,T,33,197,8,35,7,7,0,0,0,0.3333333333333333,9,0,2,0.18181818181818182,0.2692307692307692,7.363636363636363,5.7272727272727275
20190801,LG,B,27,168,7,30,4,3,0,0,1,0.5,11,1,5,0.5555555555555556,0.16666666666666666,11.0,7.0
20190801,WO,T,24,140,3,40,17,10,7,0,0,0.0,5,0,11,1.375,0.4857142857142857,5.625,3.375
20190803,WO,B,27,127,5,35,11,7,3,1,0,0.0,4,0,6,0.6666666666666666,0.34375,4.0,2.0
20190803,KT,T,27,149,5,30,6,6,0,0,0,1.0,4,1,1,0.1111111111111111,0.23076923076923078,4.0,5.0
20190803,HT,B,27,125,4,29,3,3,0,0,0,0.0,8,0,0,0.0,0.14285714285714285,8.0,4.0
20190803,NC,T,24,156,4,33,10,7,2,0,1,1.0,6,2,5,0.625,0.34615384615384615,6.75,3.375
20190803,LT,B,27,127,5,31,4,3,1,0,0,1.0,6,0,1,0.1111111111111111,0.15384615384615385,6.0,4.0
20190803,OB,T,24,112,1,31,9,6,3,0,0,0.0,2,0,1,0.125,0.3103448275862069,2.25,1.125
20190803,HH,B,27,149,5,36,10,8,2,0,0,0.0,4,1,3,0.3333333333333333,0.3125,4.0,4.0
20190803,SK,T,27,111,1,33,6,6,0,0,0,0.0,6,0,0,0.0,0.2222222222222222,6.0,1.0
20190803,LG,B,27,194,4,41,14,11,0,1,2,0.6666666666666666,8,0,9,1.0,0.3870967741935484,8.0,4.0
20190803,SS,T,24,149,11,34,15,12,2,0,1,0.6666666666666666,7,0,13,1.625,0.4827586206896552,7.875000000000001,7.875000000000001
20190804,WO,B,27,138,4,32,7,4,1,2,0,0.0,9,0,5,0.5555555555555556,0.2916666666666667,9.0,2.0
20190804,KT,T,27,151,2,37,9,7,1,1,0,1.0,7,1,3,0.3333333333333333,0.3,7.0,2.0
20190804,HT,B,27,99,0,29,2,2,0,0,0,1.0,7,0,0,0.0,0.09090909090909091,7.0,0.0
20190804,NC,T,24,87,1,26,3,2,0,0,1,0.0,3,0,1,0.125,0.09090909090909091,3.375,1.125
20190804,LT,B,27,126,2,35,10,6,3,0,1,0.0,4,1,4,0.4444444444444444,0.3,4.0,2.0
20190804,OB,T,24,152,4,40,19,15,4,0,0,0.0,5,1,8,1.0,0.5277777777777778,5.625,3.375
20190804,HH,B,27,130,3,31,5,4,1,0,0,0.0,6,2,2,0.2222222222222222,0.2,6.0,3.0
20190804,SK,T,24,158,4,37,13,10,2,0,1,1.0,7,1,8,1.0,0.41379310344827586,7.875000000000001,4.5
20190804,LG,B,27,131,2,33,7,6,1,0,0,1.0,6,1,2,0.2222222222222222,0.25,6.0,1.0
20190804,SS,T,27,117,1,32,8,7,1,0,0,0.0,3,0,1,0.1111111111111111,0.27586206896551724,3.0,1.0
20190806,OB,B,27,124,0,37,11,8,2,1,0,0.0,7,0,3,0.3333333333333333,0.36666666666666664,7.0,0.0
20190806,HH,T,24,177,5,39,16,13,2,0,1,1.0,2,1,7,0.875,0.40540540540540543,2.25,4.5
20190806,SK,B,27,144,3,35,8,7,0,0,1,1.0,9,0,3,0.3333333333333333,0.28,9.0,3.0
20190806,KT,T,27,145,2,31,5,5,0,0,0,0.5,8,0,0,0.0,0.21739130434782608,8.0,2.0
20190806,HT,B,27,187,8,45,18,14,3,0,1,0.0,10,0,16,1.7777777777777777,0.4857142857142857,10.0,7.0
20190806,LG,T,27,142,1,39,14,12,2,0,0,0.0,4,1,4,0.4444444444444444,0.4,4.0,1.0
20190807,OB,B,27,131,5,36,13,11,1,0,1,1.0,2,0,7,0.7777777777777778,0.35294117647058826,2.0,4.0
20190807,HH,T,27,155,4,38,11,9,0,1,1,1.0,5,0,5,0.5555555555555556,0.30303030303030304,5.0,3.0
20190807,SK,B,27,131,2,30,4,2,0,1,1,0.0,4,0,2,0.2222222222222222,0.12,4.0,2.0
20190807,KT,T,24,92,4,32,9,7,2,0,0,0.0,1,1,5,0.625,0.2903225806451613,1.125,4.5
20190807,HT,B,27,138,4,31,8,7,1,0,0,1.0,7,0,4,0.4444444444444444,0.32,7.0,3.0
20190807,LG,T,24,152,6,32,12,10,2,0,0,0.5,6,0,9,1.125,0.4444444444444444,6.75,5.625
20190807,NC,B,36,201,10,37,7,6,1,0,0,0.0,11,0,1,0.08333333333333333,0.2692307692307692,8.25,6.75
20190807,SS,T,34,151,8,37,6,3,1,0,2,0.0,5,0,2,0.1764705882352941,0.13333333333333333,3.9705882352941178,4.764705882352941
20190807,LT,B,27,176,6,43,17,9,4,2,2,0.0,7,1,15,1.6666666666666667,0.42857142857142855,7.0,4.0
20190807,WO,T,27,115,3,33,7,4,2,0,1,0.0,6,0,4,0.4444444444444444,0.2222222222222222,6.0,2.0
20190808,HT,B,27,152,7,34,7,6,1,0,0,1.0,5,0,2,0.2222222222222222,0.2413793103448276,5.0,7.0
20190808,HH,T,24,156,5,30,11,10,1,0,0,0.5,5,0,5,0.625,0.4230769230769231,5.625,4.5
20190808,OB,B,27,147,2,32,8,7,1,0,0,1.0,9,0,2,0.2222222222222222,0.34782608695652173,9.0,2.0
20190808,KT,T,24,130,6,31,10,6,2,0,2,0.5,2,0,7,0.875,0.2962962962962963,2.25,5.625
20190808,NC,B,27,133,0,39,12,9,2,0,1,0.0,4,0,2,0.2222222222222222,0.3235294117647059,4.0,0.0
20190808,LG,T,24,177,13,37,13,7,4,1,1,0.0,2,2,11,1.375,0.35294117647058826,2.25,12.375
20190808,SS,B,27,177,2,40,12,8,1,2,1,1.0,9,2,6,0.6666666666666666,0.36666666666666664,9.0,2.0
20190808,LT,T,27,143,6,31,5,4,1,0,0,0.0,4,0,0,0.0,0.18518518518518517,4.0,6.0
20190808,WO,B,27,170,2,38,10,8,2,0,0,0.0,11,2,5,0.5555555555555556,0.37037037037037035,11.0,2.0
20190808,SK,T,27,111,0,35,8,8,0,0,0,0.0,7,0,0,0.0,0.2857142857142857,7.0,0.0
20190809,HT,B,27,154,3,36,10,8,0,0,2,0.0,7,0,2,0.2222222222222222,0.2857142857142857,7.0,2.0
20190809,HH,T,24,148,4,38,14,9,5,0,0,0.0,5,1,8,1.0,0.42424242424242425,5.625,4.5
20190809,OB,B,27,133,3,34,6,6,0,0,0,0.0,5,0,1,0.1111111111111111,0.20689655172413793,5.0,2.0
20190809,KT,T,24,122,7,28,6,5,0,1,0,1.0,3,0,2,0.25,0.23076923076923078,3.375,5.625
20190809,NC,B,30,172,6,38,11,9,2,0,0,0.0,11,0,3,0.3,0.4074074074074074,9.899999999999999,4.5
20190809,LG,T,30,160,5,32,6,4,1,0,1,0.5,6,1,2,0.2,0.2,5.4,4.5
20190809,SS,B,27,157,6,37,10,7,2,0,1,0.0,7,0,6,0.6666666666666666,0.3103448275862069,7.0,6.0
20190809,LT,T,27,143,4,29,3,2,1,0,0,0.0,7,1,2,0.2222222222222222,0.13043478260869565,7.0,2.0
20190809,WO,B,27,128,5,35,9,7,2,0,0,1.0,4,0,4,0.4444444444444444,0.2903225806451613,4.0,4.0
20190809,SK,T,25,172,8,37,14,11,3,0,0,1.0,9,0,5,0.6,0.4827586206896552,9.719999999999999,6.4799999999999995
20190810,KT,B,27,121,5,30,6,3,2,0,1,0.0,6,0,4,0.4444444444444444,0.21739130434782608,6.0,5.0
20190810,HH,T,24,139,2,34,10,8,0,0,2,0.0,6,0,5,0.625,0.3076923076923077,6.75,2.25
20190810,SS,B,27,146,5,37,12,4,6,1,1,1.0,4,0,6,0.6666666666666666,0.3333333333333333,4.0,3.0
20190810,HT,T,27,132,1,30,5,3,0,0,2,0.0,4,0,2,0.2222222222222222,0.125,4.0,1.0
20190810,NC,B,27,125,1,33,6,3,2,0,1,0.0,9,0,4,0.4444444444444444,0.21739130434782608,9.0,1.0
20190810,LT,T,24,116,3,31,9,7,2,0,0,0.0,5,0,7,0.875,0.34615384615384615,5.625,3.375
20190810,WO,B,27,118,4,34,10,8,2,0,0,1.0,8,0,2,0.2222222222222222,0.37037037037037035,8.0,3.0
20190810,OB,T,24,164,10,34,13,7,5,1,0,1.0,2,2,10,1.25,0.38235294117647056,2.25,9.0
20190810,LG,B,27,145,6,31,7,5,2,0,0,0.5,5,2,2,0.2222222222222222,0.25925925925925924,5.0,5.0
20190810,SK,T,27,153,2,31,5,5,0,0,0,0.0,8,0,0,0.0,0.21739130434782608,8.0,2.0
20190811,KT,B,27,144,4,35,9,5,3,0,1,1.0,8,0,6,0.6666666666666666,0.3076923076923077,8.0,2.0
20190811,HH,T,27,166,5,39,12,10,2,0,0,0.0,6,1,2,0.2222222222222222,0.35294117647058826,6.0,4.0
20190811,SS,B,27,166,6,38,10,7,3,0,0,1.0,7,0,3,0.3333333333333333,0.3225806451612903,7.0,6.0
20190811,HT,T,24,167,8,33,10,9,0,0,1,1.0,8,0,5,0.625,0.36,9.0,7.875000000000001
20190811,NC,B,27,129,4,32,8,8,0,0,0,0.0,10,0,1,0.1111111111111111,0.36363636363636365,10.0,4.0
20190811,LT,T,24,148,7,32,13,7,2,1,3,1.0,6,0,4,0.5,0.4,6.75,3.375
20190811,WO,B,27,172,6,46,20,17,3,0,0,0.6666666666666666,4,1,9,1.0,0.46511627906976744,4.0,5.0
20190811,OB,T,27,152,4,37,13,9,1,0,3,0.0,3,1,7,0.7777777777777778,0.3125,3.0,3.0
20190811,LG,B,27,151,2,34,9,7,2,0,0,0.75,8,0,3,0.3333333333333333,0.3333333333333333,8.0,1.0
20190811,SK,T,24,127,4,28,8,5,1,0,2,0.0,5,0,4,0.5,0.2857142857142857,5.625,3.375
20190813,LT,B,27,158,1,40,12,10,1,0,1,0.0,7,0,5,0.5555555555555556,0.34375,7.0,1.0
20190813,KT,T,24,149,3,37,13,7,5,0,1,1.0,7,1,6,0.75,0.41379310344827586,7.875000000000001,3.375
20190813,HH,B,27,193,7,43,18,13,1,1,3,0.0,4,0,10,1.1111111111111112,0.4166666666666667,4.0,7.0
20190813,NC,T,27,149,3,33,8,6,2,0,0,0.0,6,0,2,0.2222222222222222,0.2962962962962963,6.0,3.0
20190813,HT,B,27,144,6,31,7,3,1,1,2,1.0,5,0,4,0.4444444444444444,0.19230769230769232,5.0,4.0
20190813,OB,T,27,163,8,33,9,5,4,0,0,0.0,5,0,2,0.2222222222222222,0.3103448275862069,5.0,7.0
20190813,SK,B,27,115,1,31,7,6,0,0,1,1.0,6,0,1,0.1111111111111111,0.25,6.0,1.0
20190813,SS,T,24,121,8,27,6,3,0,2,1,0.0,10,0,4,0.5,0.29411764705882354,11.25,7.875000000000001
20190813,LG,B,27,162,8,33,10,5,3,1,1,0.6666666666666666,4,0,7,0.7777777777777778,0.3103448275862069,4.0,7.0
20190813,WO,T,25,157,7,36,15,13,1,0,1,1.0,6,1,8,0.96,0.4827586206896552,6.4799999999999995,5.4
20190814,LT,B,27,139,8,34,12,7,4,0,1,0.0,4,1,6,0.6666666666666666,0.36666666666666664,4.0,5.0
20190814,KT,T,27,121,1,31,5,2,3,0,0,0.0,7,0,0,0.0,0.20833333333333334,7.0,1.0
20190814,HH,B,27,139,4,31,4,2,1,0,1,0.0,8,0,3,0.3333333333333333,0.13636363636363635,8.0,4.0
20190814,NC,T,24,144,4,38,13,10,1,1,1,0.0,3,0,7,0.875,0.35294117647058826,3.375,4.5
20190814,HT,B,27,135,6,32,7,7,0,0,0,0.0,4,0,0,0.0,0.25,4.0,5.0
20190814,OB,T,24,139,4,30,8,6,2,0,0,0.0,3,0,4,0.5,0.2857142857142857,3.375,3.375
20190814,LG,B,27,184,7,40,17,12,2,0,3,0.6666666666666666,3,0,14,1.5555555555555556,0.4117647058823529,3.0,6.0
20190814,WO,T,27,115,1,30,4,1,3,0,0,0.0,8,0,0,0.0,0.18181818181818182,8.0,1.0
20190815,LT,B,27,145,2,35,11,11,0,0,0,0.5,10,1,5,0.5555555555555556,0.44,10.0,2.0
20190815,HH,T,24,144,2,39,16,11,2,0,3,0.0,10,0,11,1.375,0.5,11.25,2.25
20190815,WO,B,27,128,3,35,8,4,3,1,0,1.0,3,0,3,0.3333333333333333,0.25,3.0,2.0
20190815,NC,T,24,130,6,30,9,6,2,1,0,0.0,3,1,4,0.5,0.3103448275862069,3.375,3.375
20190815,HT,B,27,156,5,37,11,5,4,1,1,0.5,8,0,7,0.7777777777777778,0.35714285714285715,8.0,5.0
20190815,SK,T,27,165,8,35,9,7,1,0,1,1.0,10,0,5,0.5555555555555556,0.3333333333333333,10.0,8.0
20190816,LT,B,27,105,1,31,7,5,2,0,0,0.0,6,0,2,0.2222222222222222,0.28,6.0,1.0
20190816,HH,T,27,139,3,29,4,3,1,0,0,0.0,3,0,1,0.1111111111111111,0.15384615384615385,3.0,3.0
20190816,OB,B,27,147,4,32,6,5,0,0,1,1.0,2,0,4,0.4444444444444444,0.16666666666666666,2.0,3.0
20190816,LG,T,24,153,5,35,14,9,3,1,1,0.3333333333333333,8,0,7,0.875,0.48148148148148145,9.0,4.5
20190816,WO,B,27,150,4,35,10,8,2,0,0,0.5,4,0,4,0.4444444444444444,0.3225806451612903,4.0,4.0
20190816,NC,T,24,152,4,36,13,10,1,0,2,1.0,6,2,6,0.75,0.39285714285714285,6.75,4.5
20190816,HT,B,27,123,1,30,3,3,0,0,0,1.0,11,0,0,0.0,0.15789473684210525,11.0,1.0
20190816,SK,T,25,130,4,29,6,6,0,0,0,0.0,3,0,0,0.0,0.23076923076923078,3.2399999999999998,4.32
20190816,KT,B,27,141,7,32,5,3,2,0,0,0.0,3,0,1,0.1111111111111111,0.1724137931034483,3.0,7.0
20190816,SS,T,24,152,7,37,13,10,2,0,1,0.0,5,0,9,1.125,0.3870967741935484,5.625,6.75
20190817,WO,B,27,160,0,40,14,9,2,1,2,0.0,7,0,7,0.7777777777777778,0.3870967741935484,7.0,0.0
20190817,HH,T,27,130,4,32,8,5,2,0,1,0.0,2,0,4,0.4444444444444444,0.23333333333333334,2.0,3.0
20190817,HT,B,30,167,6,40,12,11,0,0,1,0.0,9,0,4,0.4,0.36666666666666664,8.1,5.4
20190817,KT,T,30,134,4,36,10,6,3,0,1,1.0,4,0,3,0.3,0.2903225806451613,3.6,2.7
20190817,SS,B,27,136,5,32,8,7,0,0,1,0.0,7,0,2,0.2222222222222222,0.2916666666666667,7.0,5.0
20190817,LG,T,24,162,8,31,10,7,3,0,0,0.0,6,1,6,0.75,0.38461538461538464,6.75,5.625
20190817,OB,B,27,118,1,31,5,4,0,1,0,0.0,6,0,1,0.1111111111111111,0.19230769230769232,6.0,0.0
20190817,LT,T,24,142,6,37,13,9,3,1,0,0.0,5,0,7,0.875,0.3939393939393939,5.625,5.625
20190817,NC,B,27,111,2,28,3,3,0,0,0,0.0,5,0,0,0.0,0.13043478260869565,5.0,2.0
20190817,SK,T,24,168,6,35,10,6,2,0,2,1.0,2,2,8,1.0,0.25806451612903225,2.25,6.75
20190818,WO,B,27,139,6,33,9,9,0,0,0,0.5,6,0,5,0.5555555555555556,0.32142857142857145,6.0,5.0
20190818,HH,T,27,149,4,36,9,7,0,0,2,0.0,7,0,4,0.4444444444444444,0.25925925925925924,7.0,4.0
20190818,HT,B,27,161,8,31,5,5,0,0,0,1.0,7,0,2,0.2222222222222222,0.20833333333333334,7.0,8.0
20190818,KT,T,27,153,2,35,9,7,2,0,0,0.5,10,0,1,0.1111111111111111,0.36,10.0,2.0
20190818,SS,B,27,154,7,34,11,5,4,0,2,0.0,3,1,8,0.8888888888888888,0.3,3.0,6.0
20190818,LG,T,27,157,5,32,7,6,1,0,0,0.0,8,0,1,0.1111111111111111,0.28,8.0,4.0
20190818,OB,B,27,125,3,32,6,4,2,0,0,0.0,11,0,3,0.3333333333333333,0.2727272727272727,11.0,2.0
20190818,LT,T,24,126,11,31,12,9,3,0,0,0.0,1,0,5,0.625,0.3870967741935484,1.125,7.875000000000001
20190818,NC,B,27,165,2,35,12,7,4,0,1,0.0,7,0,4,0.4444444444444444,0.39285714285714285,7.0,1.0
20190818,SK,T,24,122,4,34,11,8,2,1,0,0.0,4,3,7,0.875,0.3548387096774194,4.5,3.375
20190820,LG,B,27,147,4,35,7,6,1,0,0,0.0,5,0,2,0.2222222222222222,0.23333333333333334,5.0,4.0
20190820,HT,T,24,209,11,40,14,12,1,1,0,1.0,9,1,13,1.625,0.4375,10.125,11.25
20190820,SK,B,27,133,4,30,4,3,1,0,0,1.0,8,0,0,0.0,0.18181818181818182,8.0,4.0
20190820,LT,T,24,140,4,31,10,7,2,0,1,1.0,5,0,5,0.625,0.34615384615384615,5.625,3.375
20190820,NC,B,27,93,0,31,4,2,0,0,2,0.0,3,0,2,0.2222222222222222,0.07692307692307693,3.0,0.0
20190820,OB,T,24,109,4,29,8,5,2,0,1,0.0,2,0,3,0.375,0.2692307692307692,2.25,2.25
20190820,HH,B,27,158,10,30,6,5,1,0,0,1.0,2,0,5,0.5555555555555556,0.20689655172413793,2.0,9.0
20190820,SS,T,27,104,0,31,4,4,0,0,0,1.0,12,0,0,0.0,0.21052631578947367,12.0,0.0
20190820,KT,B,27,136,2,32,5,5,0,0,0,0.0,2,1,0,0.0,0.16666666666666666,2.0,2.0
20190820,WO,T,24,131,3,34,13,10,2,0,1,0.5,7,0,6,0.75,0.46153846153846156,7.875000000000001,3.375
20190821,LG,B,27,135,4,35,9,7,1,0,1,1.0,7,0,4,0.4444444444444444,0.2857142857142857,7.0,3.0
20190821,HT,T,24,136,3,33,11,9,2,0,0,1.0,5,0,5,0.625,0.3793103448275862,5.625,2.25
20190821,SK,B,27,121,2,32,9,8,0,0,1,0.0,6,0,4,0.4444444444444444,0.2962962962962963,6.0,0.0
20190821,LT,T,24,141,2,34,10,9,1,0,0,1.0,7,1,3,0.375,0.37037037037037035,7.875000000000001,2.25
20190821,KT,B,27,167,7,35,10,7,1,0,2,1.0,9,0,8,0.8888888888888888,0.32,9.0,6.0
20190821,WO,T,27,106,0,33,6,5,0,1,0,1.0,7,0,1,0.1111111111111111,0.23076923076923078,7.0,0.0
20190822,SK,B,27,153,6,36,11,7,3,0,1,1.0,5,0,6,0.6666666666666666,0.3225806451612903,5.0,5.0
20190822,HH,T,24,157,8,33,13,11,2,0,0,0.5,7,1,6,0.75,0.48148148148148145,7.875000000000001,6.75
20190822,WO,B,36,193,7,44,13,8,5,0,0,0.5,3,0,5,0.4166666666666667,0.3170731707317073,2.25,4.5
20190822,HT,T,36,144,1,44,10,6,3,0,1,0.0,7,0,5,0.4166666666666667,0.25,5.25,0.75
20190822,KT,B,27,125,1,35,10,7,1,0,2,0.0,6,0,2,0.2222222222222222,0.2962962962962963,6.0,1.0
20190822,LT,T,24,119,3,33,11,7,4,0,0,0.0,4,0,4,0.5,0.3793103448275862,4.5,2.25
20190822,LG,B,27,164,6,34,9,7,0,1,1,0.5,10,0,5,0.5555555555555556,0.3333333333333333,10.0,5.0
20190822,NC,T,27,134,4,31,3,3,0,0,0,0.0,9,1,0,0.0,0.13636363636363635,9.0,3.0
20190822,SS,B,27,195,7,41,15,8,3,1,3,0.0,5,1,13,1.4444444444444444,0.36363636363636365,5.0,7.0
20190822,OB,T,27,139,3,31,4,4,0,0,0,0.0,7,0,1,0.1111111111111111,0.16666666666666666,7.0,3.0
20190823,SK,B,27,145,4,33,9,9,0,0,0,0.6666666666666666,7,0,2,0.2222222222222222,0.34615384615384615,7.0,4.0
20190823,HH,T,24,144,3,35,11,9,1,0,1,1.0,6,1,6,0.75,0.35714285714285715,6.75,3.375
20190823,WO,B,27,105,0,34,7,6,1,0,0,0.0,7,0,0,0.0,0.25925925925925924,7.0,0.0
20190823,HT,T,24,149,4,34,12,8,4,0,0,0.0,6,1,6,0.75,0.42857142857142855,6.75,4.5
20190823,KT,B,36,173,1,47,13,8,3,1,1,0.0,9,0,3,0.25,0.32432432432432434,6.75,0.0
20190823,LT,T,36,196,9,44,9,8,0,0,1,1.0,11,1,3,0.25,0.25,8.25,6.75
20190823,LG,B,27,129,6,32,8,7,0,0,1,0.0,5,0,2,0.2222222222222222,0.2692307692307692,5.0,5.0
20190823,NC,T,24,142,7,34,14,11,1,0,2,1.0,5,1,8,1.0,0.42857142857142855,5.625,5.625
20190823,SS,B,27,198,7,39,15,12,1,1,1,0.0,2,1,8,0.8888888888888888,0.3684210526315789,2.0,5.0
20190823,OB,T,27,151,6,31,4,2,1,0,1,1.0,4,0,4,0.4444444444444444,0.11538461538461539,4.0,6.0
20190824,SK,B,27,135,1,33,7,6,0,0,1,0.0,7,0,3,0.3333333333333333,0.24,7.0,1.0
20190824,HT,T,24,157,7,30,8,5,3,0,0,0.5,5,0,4,0.5,0.32,5.625,6.75
20190824,LG,B,27,183,6,36,10,7,0,0,3,0.0,8,0,8,0.8888888888888888,0.28,8.0,6.0
20190824,KT,T,24,191,3,41,14,10,3,0,1,0.0,6,0,10,1.25,0.38235294117647056,6.75,3.375
20190824,LT,B,27,157,5,38,15,7,7,0,1,1.0,6,0,8,0.8888888888888888,0.4117647058823529,6.0,2.0
20190824,NC,T,27,136,4,32,8,6,0,0,2,0.0,3,0,3,0.3333333333333333,0.21428571428571427,3.0,3.0
20190824,HH,B,27,199,6,44,16,9,4,1,2,0.6666666666666666,6,1,9,1.0,0.3888888888888889,6.0,6.0
20190824,OB,T,27,167,2,34,10,6,4,0,0,0.0,4,0,3,0.3333333333333333,0.3225806451612903,4.0,1.0
20190824,SS,B,27,156,7,34,9,6,2,1,0,0.0,7,1,1,0.1111111111111111,0.3333333333333333,7.0,6.0
20190824,WO,T,24,116,2,30,7,4,3,0,0,0.0,6,0,2,0.25,0.2916666666666667,6.75,2.25
20190825,SK,B,27,129,6,28,7,5,1,0,1,1.0,4,0,4,0.4444444444444444,0.25,4.0,4.0
20190825,HT,T,27,152,2,32,8,6,2,0,0,1.0,7,0,2,0.2222222222222222,0.32,7.0,2.0
20190825,LG,B,27,149,5,37,11,6,3,0,2,1.0,4,0,6,0.6666666666666666,0.2903225806451613,4.0,5.0
20190825,KT,T,27,139,3,37,10,8,1,0,1,1.0,6,0,3,0.3333333333333333,0.3,6.0,3.0
20190825,LT,B,27,165,4,35,9,6,3,0,0,0.0,5,0,4,0.4444444444444444,0.3,5.0,4.0
20190825,NC,T,24,110,3,32,10,6,4,0,0,0.0,7,1,5,0.625,0.4,7.875000000000001,3.375
20190825,HH,B,27,158,0,35,12,7,5,0,0,0.0,7,0,3,0.3333333333333333,0.42857142857142855,7.0,0.0
20190825,OB,T,27,121,2,27,2,1,0,1,0,1.0,9,0,2,0.2222222222222222,0.10526315789473684,9.0,1.0
20190825,SS,B,27,199,14,47,23,14,7,1,1,1.0,6,0,21,2.3333333333333335,0.55,6.0,13.0
20190825,WO,T,27,171,2,41,14,10,3,0,1,1.0,10,1,8,0.8888888888888888,0.43333333333333335,10.0,2.0
20190827,NC,B,27,151,5,33,8,8,0,0,0,0.0,4,0,3,0.3333333333333333,0.26666666666666666,4.0,4.0
20190827,KT,T,24,122,5,29,6,4,1,1,0,0.0,4,1,4,0.5,0.23076923076923078,4.5,4.5
20190827,LT,B,27,161,4,35,8,6,1,0,1,0.0,11,0,1,0.1111111111111111,0.2916666666666667,11.0,3.0
20190827,LG,T,27,136,3,32,5,4,1,0,0,0.0,6,0,1,0.1111111111111111,0.19230769230769232,6.0,3.0
20190827,OB,B,27,148,1,36,8,5,2,0,1,0.0,8,1,2,0.2222222222222222,0.25925925925925924,8.0,1.0
20190827,SK,T,24,146,1,32,8,6,1,0,1,1.0,7,0,4,0.5,0.2916666666666667,7.875000000000001,1.125
20190827,HT,B,27,180,7,37,14,11,3,0,0,0.0,1,0,10,1.1111111111111112,0.3684210526315789,1.0,4.0
20190827,SS,T,27,149,1,32,6,4,1,0,1,0.0,5,0,1,0.1111111111111111,0.19230769230769232,5.0,1.0
20190827,HH,B,27,184,3,44,17,8,4,0,5,0.0,1,1,15,1.6666666666666667,0.3157894736842105,1.0,3.0
20190827,WO,T,27,117,1,32,7,6,1,0,0,0.5,8,0,0,0.0,0.2916666666666667,8.0,1.0
20190828,NC,B,27,149,7,33,8,3,2,0,3,0.3333333333333333,9,0,8,0.8888888888888888,0.23809523809523808,9.0,7.0
20190828,KT,T,27,137,4,32,7,5,2,0,0,0.0,4,1,2,0.2222222222222222,0.2413793103448276,4.0,3.0
20190828,LT,B,27,133,3,33,9,6,3,0,0,0.0,9,0,3,0.3333333333333333,0.375,9.0,3.0
20190828,LG,T,25,110,4,32,10,7,2,0,1,0.0,9,0,4,0.48,0.4090909090909091,9.719999999999999,4.32
20190828,OB,B,27,130,3,29,2,1,1,0,0,1.0,9,1,1,0.1111111111111111,0.09523809523809523,9.0,2.0
20190828,SK,T,24,154,6,31,10,9,0,1,0,1.0,7,0,4,0.5,0.4166666666666667,7.875000000000001,5.625
20190828,HT,B,27,156,5,33,7,6,1,0,0,0.5,5,0,1,0.1111111111111111,0.25,5.0,5.0
20190828,SS,T,24,145,6,30,7,4,2,0,1,1.0,5,0,5,0.625,0.24,5.625,5.625
20190828,HH,B,27,146,7,30,5,3,2,0,0,1.0,5,1,1,0.1111111111111111,0.2,5.0,7.0
20190828,WO,T,24,125,8,27,7,4,3,0,0,0.0,6,0,2,0.25,0.3181818181818182,6.75,6.75
20190829,NC,B,27,176,2,34,7,5,2,0,0,1.0,9,0,3,0.3333333333333333,0.28,9.0,2.0
20190829,HT,T,24,129,4,29,10,5,4,0,1,0.0,5,1,4,0.5,0.375,5.625,2.25
20190829,WO,B,27,106,1,31,5,3,2,0,0,0.0,7,0,0,0.0,0.20833333333333334,7.0,1.0
20190829,LT,T,24,154,4,32,8,7,1,0,0,1.0,8,0,3,0.375,0.3333333333333333,9.0,4.5
20190829,KT,B,27,158,6,36,10,6,2,0,2,0.0,6,0,8,0.8888888888888888,0.2857142857142857,6.0,6.0
20190829,OB,T,24,143,5,36,16,14,1,0,1,0.0,2,1,11,1.375,0.45454545454545453,2.25,3.375
20190829,SS,B,27,177,5,37,11,11,0,0,0,0.0,7,0,3,0.3333333333333333,0.36666666666666664,7.0,5.0
20190829,SK,T,24,135,10,27,7,5,2,0,0,0.6666666666666666,0,0,4,0.5,0.2413793103448276,0.0,7.875000000000001
20190830,LG,B,27,130,5,32,6,4,1,1,0,0.0,7,0,1,0.1111111111111111,0.24,7.0,4.0
20190830,HH,T,27,167,6,31,4,4,0,0,0,1.0,9,0,0,0.0,0.18181818181818182,9.0,6.0
20190830,NC,B,27,174,4,40,14,10,2,1,1,0.0,5,1,7,0.7777777777777778,0.38235294117647056,5.0,4.0
20190830,HT,T,27,168,6,35,9,8,0,0,1,0.0,2,0,2,0.2222222222222222,0.24242424242424243,2.0,5.0
20190830,WO,B,27,101,2,30,4,2,1,0,1,0.0,7,0,2,0.2222222222222222,0.13636363636363635,7.0,2.0
20190830,LT,T,24,161,2,35,11,9,1,0,1,0.5,7,0,5,0.625,0.37037037037037035,7.875000000000001,2.25
20190830,KT,B,27,139,5,33,8,7,1,0,0,1.0,5,0,3,0.3333333333333333,0.2857142857142857,5.0,4.0
20190830,OB,T,27,149,4,31,5,4,1,0,0,1.0,6,0,1,0.1111111111111111,0.2,6.0,4.0
20190830,SS,B,27,128,5,30,5,3,2,0,0,1.0,9,0,2,0.2222222222222222,0.23809523809523808,9.0,3.0
20190830,SK,T,27,144,0,31,5,4,1,0,0,0.0,7,0,0,0.0,0.20833333333333334,7.0,0.0
20190831,HH,B,27,168,3,38,14,12,2,0,0,0.0,10,1,6,0.6666666666666666,0.5,10.0,3.0
20190831,KT,T,27,123,2,36,10,8,1,0,1,0.0,9,0,1,0.1111111111111111,0.34615384615384615,9.0,2.0
