GDAY_DS,P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial
2019-09-14,67304,T,0,4,1,0,3,0,1,0.75,0
2019-09-14,67341,T,0,4,0,0,0,0,0,0.0,0
2019-09-14,68050,B,2,2,0,0,1,0,0,0.5,0
2019-09-14,68345,T,2,2,0,0,0,0,1,0.0,0
2019-09-14,73113,B,1,3,0,0,1,0,0,0.3333333333333333,0
2019-09-14,75125,T,1,3,1,1,1,0,1,0.3333333333333333,0
2019-09-14,76313,B,2,2,0,1,0,1,0,0.0,0
2019-09-14,78168,T,0,4,0,0,0,0,2,0.0,0
2019-09-14,78548,B,0,4,1,1,2,0,2,0.5,0
2019-09-14,79300,T,0,0,0,0,0,0,0,0.0,0
2019-09-14,79365,T,0,1,0,0,0,0,0,0.0,0
2019-09-14,79456,T,0,2,0,0,0,0,1,0.0,0
2019-09-15,60558,T,0,3,0,3,2,0,1,0.6666666666666666,1
2019-09-15,61353,B,0,5,0,0,0,0,2,0.0,0
2019-09-15,62802,T,0,1,0,0,0,0,0,0.0,0
2019-09-15,63450,B,0,4,0,0,0,0,3,0.0,0
2019-09-15,63704,B,1,4,1,0,0,0,0,0.0,0
2019-09-15,64006,T,3,1,3,0,1,1,0,1.0,1
2019-09-15,64011,T,1,2,1,0,0,0,1,0.0,0
2019-09-15,64012,T,0,0,0,0,0,0,0,0.0,0
2019-09-15,64166,T,2,3,1,1,1,0,1,0.3333333333333333,0
2019-09-15,64868,T,0,5,0,1,1,0,2,0.2,0
2019-09-15,67025,T,0,4,0,0,0,0,2,0.0,0
2019-09-15,67872,B,1,3,0,0,1,0,0,0.3333333333333333,0
2019-09-15,68050,T,0,5,0,0,1,0,1,0.2,0
2019-09-15,69804,B,0,0,0,0,0,0,0,0.0,1
2019-09-15,71837,B,0,4,1,2,2,0,2,0.5,0
2019-09-15,73113,T,1,4,1,0,0,0,1,0.0,0
2019-09-15,73209,B,0,1,0,0,0,0,0,0.0,0
2019-09-15,74339,T,1,1,0,1,1,0,0,1.0,0
2019-09-15,75151,B,1,4,1,0,0,0,0,0.0,0
2019-09-15,75847,B,0,5,2,4,3,0,1,0.6,0
2019-09-15,76313,T,1,4,1,1,2,0,1,0.5,0
2019-09-15,76802,B,0,3,1,0,1,0,0,0.3333333333333333,0
2019-09-15,76812,B,0,4,0,0,2,0,0,0.5,0
2019-09-15,78548,T,0,2,1,1,2,0,0,1.0,0
2019-09-15,61204,T,0,0,0,0,0,0,0,0.0,0
2019-09-15,61554,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,61700,B,3,2,0,0,0,0,1,0.0,1
2019-09-15,62556,T,0,4,0,0,0,0,1,0.0,0
2019-09-15,63593,T,0,1,0,0,0,0,0,0.0,0
2019-09-15,63703,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,64717,B,0,1,0,0,0,0,0,0.0,0
2019-09-15,65515,T,1,3,2,0,1,0,1,0.3333333333333333,0
2019-09-15,66702,B,0,3,0,0,1,0,1,0.3333333333333333,1
2019-09-15,66706,B,0,2,0,0,0,0,1,0.0,0
2019-09-15,67504,T,0,4,0,0,0,0,2,0.0,0
2019-09-15,68518,T,0,4,1,0,1,0,0,0.25,0
2019-09-15,69569,T,0,4,1,2,2,0,0,0.5,0
2019-09-15,69737,B,0,1,0,0,0,0,1,0.0,0
2019-09-15,71564,T,0,2,0,1,1,0,0,0.5,0
2019-09-15,73136,B,0,4,1,0,0,0,2,0.0,0
2019-09-15,74729,B,0,2,0,0,1,0,1,0.5,0
2019-09-15,75808,B,0,4,0,0,1,0,0,0.25,0
2019-09-15,76249,T,0,4,0,0,0,0,1,0.0,0
2019-09-15,76509,T,2,1,1,1,0,1,1,0.0,0
2019-09-15,76753,B,0,4,0,0,1,0,1,0.25,0
2019-09-15,77532,T,0,5,2,2,4,0,0,0.8,0
2019-09-15,78288,B,1,3,0,0,2,0,0,0.6666666666666666,0
2019-09-15,78513,T,1,3,0,1,1,0,0,0.3333333333333333,0
2019-09-15,78756,B,0,3,0,0,1,0,0,0.3333333333333333,0
2019-09-15,79705,B,0,4,0,1,1,0,1,0.25,0
2019-09-15,61102,B,0,4,0,0,1,0,2,0.25,0
2019-09-15,61186,B,0,5,3,0,3,0,0,0.6,1
2019-09-15,62234,T,0,4,1,0,2,0,1,0.5,0
2019-09-15,63202,T,0,0,0,0,0,0,0,0.0,0
2019-09-15,63257,T,2,2,1,0,1,0,1,0.5,0
2019-09-15,63440,T,1,3,1,1,1,0,1,0.3333333333333333,0
2019-09-15,66108,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,67207,T,0,0,0,0,0,0,0,0.0,0
2019-09-15,69100,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,69165,B,0,4,1,3,3,0,1,0.75,0
2019-09-15,69207,T,0,0,0,0,0,0,0,0.0,0
2019-09-15,69209,T,0,5,0,0,0,0,1,0.0,0
2019-09-15,72133,B,0,1,0,0,0,0,0,0.0,0
2019-09-15,75334,T,0,5,0,0,1,0,0,0.2,0
2019-09-15,76267,T,1,4,1,0,2,0,0,0.5,0
2019-09-15,76290,B,0,5,2,2,3,0,0,0.6,0
2019-09-15,77564,B,0,4,0,0,1,0,1,0.25,0
2019-09-15,78135,B,1,4,2,5,2,1,1,0.5,0
2019-09-15,78217,B,1,3,0,0,1,0,0,0.3333333333333333,0
2019-09-15,78224,T,0,4,0,0,0,0,2,0.0,0
2019-09-15,79109,B,1,4,1,0,1,1,1,0.25,0
2019-09-15,79150,B,1,1,1,0,1,0,0,1.0,1
2019-09-15,79198,B,0,1,0,0,0,0,0,0.0,0
2019-09-15,79231,T,0,5,0,1,2,0,0,0.4,0
2019-09-15,79240,T,0,5,0,1,1,0,0,0.2,0
2019-09-15,61197,T,0,2,0,0,0,0,1,0.0,0
2019-09-15,62025,B,0,4,0,0,0,0,1,0.0,0
2019-09-15,62404,T,1,3,1,1,1,0,0,0.3333333333333333,0
2019-09-15,62415,T,1,3,0,0,1,0,0,0.3333333333333333,0
2019-09-15,62907,B,0,4,1,2,1,0,0,0.25,0
2019-09-15,62931,B,1,2,0,0,1,0,1,0.5,0
2019-09-15,62934,B,1,2,0,0,0,1,0,0.0,0
2019-09-15,64468,T,1,3,0,0,0,0,3,0.0,0
2019-09-15,64469,T,0,2,0,0,0,0,2,0.0,0
2019-09-15,64984,B,0,4,1,0,1,0,1,0.25,0
2019-09-15,65905,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,66917,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,67450,T,0,4,0,0,0,0,1,0.0,0
2019-09-15,68912,B,1,1,1,0,0,0,0,0.0,0
2019-09-15,69418,T,0,2,0,0,0,0,1,0.0,0
2019-09-15,69442,T,0,3,0,0,1,0,0,0.3333333333333333,0
2019-09-15,69453,T,0,2,0,0,2,0,0,1.0,0
2019-09-15,69901,B,0,4,1,2,2,0,0,0.5,0
2019-09-15,72456,T,0,0,0,0,0,0,0,0.0,0
2019-09-15,73306,B,1,0,0,1,0,1,0,0.0,0
2019-09-15,74465,B,0,3,1,1,1,0,1,0.3333333333333333,0
2019-09-15,75566,T,0,4,0,0,1,0,0,0.25,0
2019-09-15,76232,B,0,1,0,0,0,0,1,0.0,0
2019-09-15,76849,B,0,4,1,0,2,0,0,0.5,0
2019-09-15,78122,B,0,0,0,0,0,0,0,0.0,0
2019-09-15,79402,T,0,4,0,0,0,0,0,0.0,0
2019-09-16,61554,T,0,1,0,0,0,0,0,0.0,0
2019-09-16,61700,T,0,2,0,2,1,0,0,0.5,0
2019-09-16,62404,B,0,4,0,0,1,0,1,0.25,0
2019-09-16,62415,B,0,4,0,0,3,0,0,0.75,1
2019-09-16,63703,T,0,1,0,0,0,0,1,0.0,0
2019-09-16,64468,B,1,1,0,0,0,0,0,0.0,0
2019-09-16,64493,B,0,0,0,0,0,0,0,0.0,0
2019-09-16,64717,T,0,0,0,0,0,0,0,0.0,0
2019-09-16,66409,B,1,3,0,0,1,0,2,0.3333333333333333,1
2019-09-16,66702,T,0,5,1,0,1,0,1,0.2,0
2019-09-16,66706,T,2,4,2,0,1,0,2,0.25,1
2019-09-16,67450,B,1,3,1,1,1,0,0,0.3333333333333333,0
2019-09-16,68743,T,2,4,2,0,2,0,0,0.5,1
2019-09-16,69405,B,1,3,0,0,0,0,0,0.0,0
2019-09-16,69442,B,0,3,0,0,0,0,1,0.0,0
2019-09-16,69453,B,0,2,0,0,0,0,0,0.0,0
2019-09-16,69737,T,0,1,0,0,0,0,1,0.0,0
2019-09-16,71752,T,0,4,1,3,2,0,0,0.5,0
2019-09-16,72456,B,0,3,0,0,0,0,0,0.0,0
2019-09-16,73136,T,2,4,1,0,0,0,1,0.0,0
2019-09-16,75566,B,1,3,0,0,0,0,0,0.0,0
2019-09-16,75808,T,2,2,1,4,1,0,0,0.5,0
2019-09-16,76753,T,2,2,1,0,1,0,0,0.5,0
2019-09-16,78288,T,1,4,1,0,1,1,0,0.25,0
2019-09-16,78756,T,1,3,1,0,2,0,0,0.6666666666666666,0
2019-09-16,60558,B,0,4,0,0,1,0,1,0.25,0
2019-09-16,61102,T,1,3,1,1,1,0,0,0.3333333333333333,0
2019-09-16,61186,T,0,5,1,0,2,0,0,0.4,0
2019-09-16,64004,B,1,3,0,0,0,0,0,0.0,0
2019-09-16,64006,B,0,3,0,0,0,0,1,0.0,0
2019-09-16,64007,B,0,1,0,0,0,0,1,0.0,0
2019-09-16,64012,B,0,0,0,0,0,0,0,0.0,0
2019-09-16,64868,B,0,1,0,0,1,0,0,1.0,0
2019-09-16,64906,B,0,0,0,0,0,0,0,0.0,0
2019-09-16,67025,B,1,3,1,0,0,0,1,0.0,0
2019-09-16,68050,B,0,4,0,0,2,0,0,0.5,0
2019-09-16,69100,T,0,4,1,0,2,0,2,0.5,0
2019-09-16,69165,T,0,5,1,3,3,0,0,0.6,0
2019-09-16,72133,T,0,1,0,0,0,0,0,0.0,0
2019-09-16,73113,B,1,3,0,0,0,0,0,0.0,0
2019-09-16,74339,B,0,4,0,0,0,0,1,0.0,0
2019-09-16,76290,T,0,5,0,0,2,0,0,0.4,0
2019-09-16,76313,B,0,4,1,1,2,0,0,0.5,0
2019-09-16,77564,T,0,4,0,0,2,0,1,0.5,0
2019-09-16,78135,T,0,5,0,0,1,0,0,0.2,0
2019-09-16,78217,T,0,0,0,0,0,0,0,0.0,0
2019-09-16,78548,B,0,4,0,0,1,0,1,0.25,0
2019-09-16,79150,T,0,2,0,0,1,0,0,0.5,0
2019-09-16,79192,T,0,4,0,0,0,0,1,0.0,0
2019-09-16,79198,T,0,1,0,0,0,0,1,0.0,0
2019-09-16,62234,B,0,4,0,0,0,0,0,0.0,0
2019-09-16,62244,B,0,4,0,1,1,0,1,0.25,0
2019-09-16,62356,T,0,2,0,0,0,0,1,0.0,0
2019-09-16,63257,B,0,4,0,1,1,0,0,0.25,1
2019-09-16,63559,B,0,3,0,0,0,0,1,0.0,0
2019-09-16,64300,T,0,5,2,0,2,0,2,0.4,2
2019-09-16,64346,T,0,2,0,0,0,0,0,0.0,0
2019-09-16,67304,T,0,4,0,0,1,0,3,0.25,1
2019-09-16,67341,T,1,4,1,0,1,0,0,0.25,0
2019-09-16,68345,T,0,4,1,1,2,0,1,0.5,0
2019-09-16,69209,B,1,3,1,0,1,0,0,0.3333333333333333,0
2019-09-16,75125,T,1,4,1,3,2,1,1,0.5,0
2019-09-16,75334,B,1,3,1,0,0,0,0,0.0,0
2019-09-16,76267,B,0,4,1,0,1,0,2,0.25,0
2019-09-16,77248,B,0,0,0,0,0,0,0,0.0,0
2019-09-16,78168,T,0,5,1,0,2,0,0,0.4,0
2019-09-16,78224,B,1,3,0,0,1,0,1,0.3333333333333333,1
2019-09-16,79231,B,0,1,0,0,0,0,0,0.0,0
2019-09-16,79240,B,0,4,0,0,1,0,0,0.25,0
2019-09-16,79300,T,0,0,0,0,0,0,0,0.0,0
2019-09-16,79334,T,0,4,0,1,1,0,1,0.25,0
2019-09-16,79365,T,1,3,0,0,0,0,0,0.0,0
2019-09-17,62907,T,1,3,1,0,1,1,0,0.3333333333333333,0
2019-09-17,62908,B,0,4,1,0,1,0,1,0.25,0
2019-09-17,62925,T,0,3,0,0,1,0,0,0.3333333333333333,0
2019-09-17,62934,T,0,3,0,0,0,0,0,0.0,0
2019-09-17,63260,B,0,2,0,0,0,0,0,0.0,0
2019-09-17,63636,B,0,3,0,0,0,0,0,0.0,0
2019-09-17,63722,B,1,1,0,0,0,0,1,0.0,0
2019-09-17,64560,B,1,3,0,1,0,0,3,0.0,0
2019-09-17,64646,B,1,3,1,1,1,1,1,0.3333333333333333,0
2019-09-17,64984,T,0,4,0,0,0,0,1,0.0,0
2019-09-17,66606,B,0,1,0,0,0,0,0,0.0,0
2019-09-17,66662,B,0,2,0,0,0,0,0,0.0,0
2019-09-17,69652,B,1,3,0,1,1,0,1,0.3333333333333333,0
2019-09-17,69901,T,0,4,0,0,0,0,2,0.0,0
2019-09-17,70410,B,0,1,0,0,0,0,0,0.0,0
2019-09-17,72443,B,2,2,0,0,0,0,0,0.0,0
2019-09-17,73306,T,0,3,0,0,0,0,2,0.0,0
2019-09-17,76232,T,1,3,1,2,1,0,0,0.3333333333333333,0
2019-09-17,76368,B,1,0,0,0,0,0,0,0.0,1
2019-09-17,76849,T,1,3,0,0,0,0,1,0.0,0
2019-09-17,78603,B,1,3,1,0,3,0,0,1.0,0
2019-09-17,78813,T,0,4,0,0,0,0,1,0.0,0
2019-09-17,61554,B,0,0,0,0,0,0,0,0.0,0
2019-09-17,62353,T,0,2,0,0,0,0,2,0.0,0
2019-09-17,62356,T,0,0,0,0,0,0,0,0.0,0
2019-09-17,63703,B,0,0,0,0,0,0,0,0.0,0
2019-09-17,64300,T,0,4,0,0,0,0,2,0.0,0
2019-09-17,66702,B,0,1,0,0,0,0,0,0.0,0
2019-09-17,66706,B,0,4,1,0,2,0,0,0.5,0
2019-09-17,67304,T,0,3,0,0,0,0,2,0.0,0
2019-09-17,67341,T,0,4,0,0,2,0,0,0.5,0
2019-09-17,68345,T,0,3,0,0,0,0,0,0.0,0
2019-09-17,68743,B,0,4,0,0,0,0,2,0.0,0
2019-09-17,71752,B,0,3,0,0,1,0,1,0.3333333333333333,0
2019-09-17,73136,B,0,3,0,0,1,0,1,0.3333333333333333,0
2019-09-17,74729,B,0,2,0,0,0,0,1,0.0,0
2019-09-17,75125,T,0,4,0,0,0,0,2,0.0,0
2019-09-17,75808,B,0,3,0,1,1,0,1,0.3333333333333333,0
2019-09-17,76753,B,0,3,0,0,1,0,1,0.3333333333333333,0
2019-09-17,78168,T,0,4,0,0,0,0,1,0.0,0
2019-09-17,78288,B,0,3,0,0,0,0,1,0.0,0
2019-09-17,78756,B,0,3,0,0,0,0,1,0.0,0
2019-09-17,79300,T,0,0,0,0,0,0,0,0.0,0
2019-09-17,79334,T,1,2,0,0,0,0,1,0.0,0
2019-09-17,79365,T,0,3,0,0,1,0,1,0.3333333333333333,0
2019-09-17,79456,T,0,1,0,0,0,0,1,0.0,0
2019-09-17,79705,B,0,1,0,0,0,0,0,0.0,0
2019-09-18,61102,T,0,3,1,1,2,0,0,0.6666666666666666,0
2019-09-18,61186,T,1,3,0,0,0,0,1,0.0,0
2019-09-18,61197,B,1,3,0,0,1,1,1,0.3333333333333333,0
2019-09-18,62404,B,0,4,0,0,0,0,1,0.0,0
2019-09-18,62415,B,0,5,1,0,1,0,0,0.2,0
2019-09-18,64468,B,1,3,0,0,1,0,0,0.3333333333333333,0
2019-09-18,64493,B,0,0,0,0,0,0,0,0.0,1
2019-09-18,64793,B,0,0,0,0,0,0,0,0.0,0
2019-09-18,66409,B,0,1,1,1,1,0,0,1.0,0
2019-09-18,67450,B,1,4,0,0,2,0,0,0.5,0
2019-09-18,69100,T,0,3,0,0,0,0,0,0.0,0
2019-09-18,69165,T,1,3,2,1,1,0,0,0.3333333333333333,0
2019-09-18,69405,B,0,5,0,0,0,0,1,0.0,0
2019-09-18,69418,B,0,0,0,0,0,0,0,0.0,0
2019-09-18,69442,B,1,2,0,0,1,0,1,0.5,0
2019-09-18,69453,B,0,4,1,0,1,0,1,0.25,0
2019-09-18,72133,T,0,1,0,0,0,0,0,0.0,0
2019-09-18,75566,B,0,5,0,0,0,0,0,0.0,0
2019-09-18,76290,T,0,4,1,2,1,0,0,0.25,0
2019-09-18,77564,T,0,4,0,0,0,0,1,0.0,0
2019-09-18,78135,T,0,4,0,0,0,0,0,0.0,0
2019-09-18,78217,T,0,0,0,0,0,0,0,0.0,0
2019-09-18,79150,T,0,2,0,0,0,0,1,0.0,0
2019-09-18,79192,T,1,3,0,0,0,0,1,0.0,1
2019-09-18,79198,T,0,0,0,0,0,0,0,0.0,0
2019-09-18,79402,B,0,1,0,0,0,0,0,0.0,0
2019-09-18,60523,T,1,4,1,0,1,0,0,0.25,0
2019-09-18,61204,T,1,3,0,0,1,0,1,0.3333333333333333,1
2019-09-18,62556,T,0,4,0,0,0,0,0,0.0,0
2019-09-18,62908,B,0,2,0,0,0,0,1,0.0,0
2019-09-18,63260,B,1,2,0,0,0,0,1,0.0,0
2019-09-18,63636,B,0,0,0,0,0,0,0,0.0,0
2019-09-18,64560,B,0,4,2,2,3,0,0,0.75,0
2019-09-18,64646,B,0,4,1,0,1,0,0,0.25,0
2019-09-18,65464,B,0,1,0,0,0,0,0,0.0,0
2019-09-18,65515,T,0,0,0,0,0,0,0,0.0,0
2019-09-18,66606,B,0,0,1,0,0,0,0,0.0,0
2019-09-18,66615,B,0,1,0,2,1,0,0,1.0,0
2019-09-18,66657,B,0,0,1,0,0,0,0,0.0,0
2019-09-18,66662,B,0,1,0,0,0,0,0,0.0,0
2019-09-18,67504,T,2,2,0,0,1,0,0,0.5,0
2019-09-18,67539,T,0,0,0,0,0,0,0,0.0,0
2019-09-18,67644,B,0,1,0,0,0,0,0,0.0,0
2019-09-18,68518,T,0,3,0,0,0,0,2,0.0,0
2019-09-18,69569,T,0,5,0,1,1,0,2,0.2,0
2019-09-18,69652,B,0,4,0,0,1,0,0,0.25,0
2019-09-18,71564,T,0,1,0,0,0,0,0,0.0,0
2019-09-18,72443,B,0,4,0,1,2,0,1,0.5,0
2019-09-18,76249,T,1,4,1,1,2,0,0,0.5,0
2019-09-18,76368,B,0,0,0,0,0,0,0,0.0,0
2019-09-18,77532,T,0,5,3,0,2,0,0,0.4,1
2019-09-18,78513,T,1,4,0,3,2,0,0,0.5,0
2019-09-18,78603,B,0,4,1,0,1,0,1,0.25,0
2019-09-18,78643,B,0,3,0,1,2,0,0,0.6666666666666666,0
2019-09-18,79113,B,0,3,0,0,0,0,2,0.0,0
2019-09-18,60566,T,0,2,0,0,1,0,1,0.5,0
2019-09-18,61353,B,0,3,0,0,0,0,1,0.0,0
2019-09-18,61743,B,0,1,0,0,0,0,1,0.0,0
2019-09-18,62907,T,1,3,0,0,0,0,0,0.0,0
2019-09-18,62931,T,1,3,1,1,1,0,0,0.3333333333333333,0
2019-09-18,62934,T,1,3,0,0,1,1,0,0.3333333333333333,0
2019-09-18,63450,B,0,0,0,0,0,0,0,0.0,0
2019-09-18,63920,T,0,0,0,0,0,0,0,0.0,0
2019-09-18,63963,T,1,3,1,0,1,0,1,0.3333333333333333,0
2019-09-18,66052,B,0,3,0,0,0,0,0,0.0,0
2019-09-18,67872,B,2,2,0,0,0,0,1,0.0,0
2019-09-18,69901,T,0,4,2,3,2,0,1,0.5,0
2019-09-18,71837,B,0,4,0,0,1,0,2,0.25,0
2019-09-18,73209,B,0,3,0,0,0,0,0,0.0,0
2019-09-18,73306,T,0,0,0,0,0,0,0,0.0,0
2019-09-18,74465,T,1,3,0,0,0,1,1,0.0,0
2019-09-18,75151,B,0,4,0,0,2,0,1,0.5,0
2019-09-18,75847,B,1,3,0,0,1,0,0,0.3333333333333333,0
2019-09-18,76232,T,0,4,2,0,2,0,0,0.5,0
2019-09-18,76802,B,0,3,0,0,1,0,0,0.3333333333333333,0
2019-09-18,76812,B,0,4,0,0,0,0,0,0.0,0
2019-09-18,76849,T,0,3,0,1,0,0,0,0.0,1
2019-09-18,78813,T,0,5,0,0,1,0,3,0.2,0
2019-09-19,61197,B,0,0,1,0,0,0,0,0.0,0
2019-09-19,61404,B,0,1,0,0,0,0,0,0.0,0
2019-09-19,62404,B,2,3,2,0,1,0,0,0.3333333333333333,0
2019-09-19,62415,B,1,4,2,0,2,0,0,0.5,0
2019-09-19,62908,T,0,4,0,0,2,0,0,0.5,0
2019-09-19,63260,T,0,2,0,0,0,0,2,0.0,0
2019-09-19,63636,T,0,2,0,0,0,0,1,0.0,0
2019-09-19,64468,B,0,5,2,2,2,0,0,0.4,1
2019-09-19,64493,B,0,0,0,0,0,0,0,0.0,0
2019-09-19,64560,T,1,3,1,0,1,0,0,0.3333333333333333,0
2019-09-19,64646,T,0,3,0,0,0,0,1,0.0,0
2019-09-19,64793,B,0,4,1,0,1,0,3,0.25,0
2019-09-19,65464,T,0,2,0,0,1,0,1,0.5,0
2019-09-19,66409,B,0,2,0,2,1,0,1,0.5,0
2019-09-19,66606,T,0,1,1,0,0,0,0,0.0,0
2019-09-19,66615,T,0,2,0,0,0,0,0,0.0,0
2019-09-19,66657,T,0,2,0,1,2,0,0,1.0,0
2019-09-19,66662,T,0,1,0,1,0,0,0,0.0,0
2019-09-19,67450,B,1,4,2,5,3,0,0,0.75,0
2019-09-19,67644,T,0,3,0,0,1,0,0,0.3333333333333333,0
2019-09-19,69405,B,0,5,1,0,1,0,3,0.2,0
2019-09-19,69418,B,0,4,0,0,0,0,2,0.0,0
2019-09-19,69453,B,1,2,0,0,1,0,0,0.5,0
2019-09-19,69636,T,0,2,0,0,0,0,1,0.0,0
2019-09-19,69652,T,0,3,0,0,2,0,0,0.6666666666666666,0
2019-09-19,72443,T,0,2,0,0,1,0,0,0.5,0
2019-09-19,75566,B,1,4,1,3,2,1,0,0.5,0
2019-09-19,78603,T,0,4,0,0,1,0,0,0.25,0
2019-09-19,60566,B,1,3,1,0,1,1,1,0.3333333333333333,0
2019-09-19,61102,T,1,3,0,0,1,0,2,0.3333333333333333,0
2019-09-19,61186,T,2,3,1,0,2,0,1,0.6666666666666666,0
2019-09-19,62907,B,0,4,0,0,1,0,0,0.25,0
2019-09-19,62931,B,0,4,0,0,0,0,1,0.0,0
2019-09-19,62934,B,1,3,0,2,1,1,1,0.3333333333333333,0
2019-09-19,63920,B,1,3,0,1,1,1,0,0.3333333333333333,0
2019-09-19,63963,B,2,1,0,0,0,0,1,0.0,0
2019-09-19,64984,B,0,0,1,0,0,0,0,0.0,1
2019-09-19,65905,B,0,0,1,0,0,0,0,0.0,0
2019-09-19,69165,T,0,5,0,0,2,0,2,0.4,0
2019-09-19,69901,B,1,3,1,0,0,0,0,0.0,0
2019-09-19,72133,T,0,1,0,0,0,0,0,0.0,0
2019-09-19,73306,B,0,0,0,0,0,0,0,0.0,0
2019-09-19,74465,B,1,3,0,0,0,0,1,0.0,0
2019-09-19,76232,B,1,3,1,2,2,0,0,0.6666666666666666,0
2019-09-19,76290,T,1,4,0,0,0,0,0,0.0,0
2019-09-19,76849,B,1,0,0,0,0,0,0,0.0,0
2019-09-19,77564,T,0,5,0,0,1,0,1,0.2,0
2019-09-19,78122,B,0,0,0,0,0,0,0,0.0,0
2019-09-19,78135,T,0,4,1,0,1,0,1,0.25,0
2019-09-19,78217,T,0,0,0,0,0,0,0,0.0,0
2019-09-19,78361,T,0,1,0,0,0,0,0,0.0,0
2019-09-19,79109,T,2,3,1,2,1,1,2,0.3333333333333333,0
2019-09-19,79150,T,0,2,0,0,1,0,1,0.5,0
2019-09-19,79192,T,0,5,0,1,2,0,0,0.4,0
2019-09-19,79198,T,0,1,0,0,0,0,1,0.0,0
2019-09-19,61208,T,0,0,0,0,0,0,0,0.0,0
2019-09-19,61353,B,0,4,1,1,1,0,0,0.25,0
2019-09-19,62234,T,1,3,0,1,0,1,1,0.0,0
2019-09-19,62244,T,1,4,1,2,3,0,0,0.75,0
2019-09-19,62895,B,1,0,0,0,0,0,0,0.0,0
2019-09-19,63257,T,1,3,0,0,1,0,1,0.3333333333333333,0
2019-09-19,63450,B,0,1,0,0,0,0,1,0.0,0
2019-09-19,63559,T,0,1,0,0,0,0,0,0.0,0
2019-09-19,63704,B,0,5,0,0,3,0,0,0.6,0
2019-09-19,66052,B,0,1,0,0,0,0,0,0.0,0
2019-09-19,67207,T,0,0,1,0,0,0,0,0.0,0
2019-09-19,67872,B,0,4,1,2,2,0,2,0.5,0
2019-09-19,69207,T,0,0,0,0,0,0,0,0.0,1
2019-09-19,69209,T,2,3,1,0,2,0,0,0.6666666666666666,0
2019-09-19,69804,B,0,0,0,0,0,0,0,0.0,0
2019-09-19,71837,B,0,1,0,0,0,0,0,0.0,0
2019-09-19,73209,B,1,3,0,1,1,0,1,0.3333333333333333,0
2019-09-19,74206,T,0,0,0,0,0,0,0,0.0,0
2019-09-19,74846,B,0,4,0,0,0,0,2,0.0,0
2019-09-19,75151,B,0,4,0,0,0,0,1,0.0,0
2019-09-19,75334,T,0,5,0,2,2,0,0,0.4,0
2019-09-19,75847,B,1,3,1,0,0,0,1,0.0,0
2019-09-19,76267,T,0,4,0,0,0,0,0,0.0,0
2019-09-19,76802,B,0,1,0,0,0,0,0,0.0,0
2019-09-19,76812,B,0,3,1,0,2,0,1,0.6666666666666666,0
2019-09-19,76869,B,0,0,0,0,0,0,0,0.0,0
2019-09-19,77243,B,0,1,0,0,0,0,1,0.0,0
2019-09-19,77248,T,0,1,0,0,0,0,0,0.0,0
2019-09-19,78224,T,1,4,2,1,1,0,1,0.25,0
2019-09-19,79231,T,0,4,0,0,1,0,1,0.25,0
2019-09-19,79240,T,0,5,1,0,1,0,0,0.2,0
2019-09-19,61208,T,0,0,0,0,0,0,0,0.0,0
2019-09-19,62234,T,0,0,0,0,0,0,0,0.0,0
2019-09-19,62244,T,1,0,0,1,0,1,0,0.0,0
2019-09-19,62895,B,0,4,0,0,0,0,3,0.0,0
2019-09-19,63257,T,1,3,1,1,1,0,1,0.3333333333333333,0
2019-09-19,63440,T,1,3,0,0,1,0,1,0.3333333333333333,0
2019-09-19,63559,T,1,0,0,0,0,0,0,0.0,0
2019-09-19,63704,B,0,4,0,0,0,0,1,0.0,0
2019-09-19,64086,T,0,2,0,0,0,0,1,0.0,0
2019-09-19,66291,T,0,0,0,0,0,0,0,0.0,0
2019-09-19,66864,B,0,2,0,0,0,0,2,0.0,0
2019-09-19,67207,T,0,0,1,0,0,0,0,0.0,0
2019-09-19,67872,B,0,3,2,1,2,0,0,0.6666666666666666,0
2019-09-19,69207,T,0,0,1,0,0,0,0,0.0,0
2019-09-19,69209,T,0,4,0,0,1,0,1,0.25,0
2019-09-19,69804,B,0,0,0,0,0,0,0,0.0,1
2019-09-19,71837,B,0,3,1,2,1,0,0,0.3333333333333333,0
2019-09-19,73209,B,0,1,0,0,0,0,1,0.0,0
2019-09-19,74206,T,1,3,1,0,0,0,1,0.0,0
2019-09-19,75151,B,0,3,0,0,1,0,0,0.3333333333333333,0
2019-09-19,75334,T,0,5,2,2,3,0,0,0.6,0
2019-09-19,75847,B,0,4,0,0,0,0,0,0.0,0
2019-09-19,76267,T,1,4,0,1,1,1,1,0.25,0
2019-09-19,76802,B,0,3,0,0,0,0,0,0.0,0
2019-09-19,76812,B,0,3,0,0,0,0,1,0.0,0
2019-09-19,78224,T,1,4,0,1,2,0,0,0.5,0
2019-09-19,79231,T,0,1,1,0,1,0,0,1.0,0
2019-09-19,79240,T,1,4,0,1,1,1,1,0.25,0
2019-09-20,61208,B,0,0,0,0,0,0,0,0.0,0
